rating,clean_review,sentiment,rating_count
8.8,good workworth ithard disc detectinggood hdd tb storager cool fastfast data transfernicereason pricesleek design purchas camera asscer like batteri small len cabl total satisfi purchasewd harddisk faster compar other light weight design good perform nicei want new hard discreal good portabl hdd tb storag speed approx mbsecdata transfer speed faster expect run smoothli size small easi cari movingnicegot littl scratch product notic normal view scratch complain got storag capac show tb mean rest mayb system backup took sec transfer gb data laptop drive usb happi product first look let see kais chalta h go bcz one give tb rang rememb tb mean get less tb mean less gb that,Positive,25006
9.2,good productgood qualitygoodgreat mous padgood worth moneywork flawlessli mani yearsnic mous padqual qualiti product averagegood qualiti product littl bigger expect pleas check size buyingvalu money need see durabl got item huge well list didnt think big worth buy durabl look greatwrit review year use almost everi day tear undo stitch work intendedi bought mous pad year realli good issu play game consid movi pad want best qualiti size also accord need best product price,Positive,33434
8.8,markokgood productgood lack featuresbest quilitynicegood moneyjust expect zero expect bought neither disappoint happyth import flaw time forget switch stay switch throughout big palm go give ach hour userest goodproduct fine costit smoothit good wireless mous sometim lag heavi task like video editingit doesnt sleep featur led glow timedont low batteri indic lightbest mousenicegoodwork issu recept latenc,Positive,6301
8.8,good term ergonomicgood keyboard consgood daili useeasi use hard carryniceexcel durabl connect gadget includ iphonenot suitabl allabsolut rubbish moder good product bought watch instagram influenc show product want tri hand thisqual wise realli good sinc made logitech market mani year pc accessori less doubt durabl best featur pair differ devic keyboard use bluetooth switch connect super fast like wont feel lag connect instruct strap help well understand product bought k know price drop k diwali saleth hate product felt would lightweight isnt button round ye give mechan keyboard feel great game button close hand take sometim adjust also arrow key slim dont matter gamer rare use arrow key alway wasd ye problemat play fifa extrem usag arrow keysso overal experiencegood portabl keyboard list pro conspro good connect macbook pro latest os macbook key map properli expect portabl simultan connect devicescon ergonom keyboard flat doesnt option inclin dont backlight key see key dark room key slightli hard press think due rubber dome enter key feel smaller cant sens without see keyboardoveral purpos got fulfil abl use macbook pro struggl logitech r comboth keyboard realli good good built qualiti con indic whether cap lock offpro easi use key feel like mechan keyboard connect devic support mac window place holder mobil devic howev use place pencon expens heavi feel like macbook air lag connect whenev turn laptoppric litter highwhat excel product got hand smooth work connect differ gadget time u work button good size type easi fast inbuilt holder gadget realli solid help connect iphon alsoonli use type horizont view suitabl see typingthink twice buyingnot work properli macbook pro switch junk charact frequent realli frustratinghow fix keyboard switch symboljunk charact option key press disabl option key keyboard live itapart problem good look keyboard key smooth handl due contain tabletphon product compact might expect,Positive,22618
8.6,great cabl charg speed could bettergooda good cableon best type c cablework intendeda good buy extra length help lotgoodok charg fast id expect mayb someth wrong unit howev cabl overal actual pretti decent materi great doesnt bend shape easili look feel premium length definit plusgooda sturdi cabl mobil chargingit month use charg cabl work well fe g thumb upbraid cabl sturdi built well long cabl add extra reach tangl freea good buy extra length help lotgood productok,Positive,974
8.6,va routerupsdec productproduct qualityeffect functionalwork jio v agood product support wifiamaz product help time power cutgood one buy v product work type modem alway better purchas va product use va product month stop work contact custom care told purchas product anyway provid warranti also provid option upgrad product discount rate instead replac current oneth product good requir addit splitter cableproduct goodus sinc nd dec issuesvalu money effect cut cut outag normal router support hour even year use much power outag recommend least switch power suppli coupl time everi month batteri support coupl hourspurchas up va work fine jio fibr va provid good backup littl costli compar up va compat jio fibrei order v model digisol wifiaft instal product turn power goesso call reson custom care told digisol wifi support v suggest buy v upsbefor purchas pleas call reson custom careamaz product help time power cutthi best avoid power cut issu pretti decent power backup home wifi,Positive,20342
8.8,adhesiongood productdo sticknic sticki notegoodnot markworth stickygreat good product paper sometim dosent stick surfac timesnic sticki notespro quantiti colorscon adhes strength almost non existentit paper cut outsha adhesivegoodnot markworth sticki help lot rememb mindmap,Positive,7429
8,valu moneygoodeveryth good prize higher sideit good product easi use kidsveri goodgood product priceveri good product cheap pricegood product satisfi valu money good student causal writer overal best build qualiti stabl sturdi goodpriz higher sideit good product wfh studi edg sharp couldnt read long time hand scratch good product kidsveri goodstabl sturdi quit impressiveeasi handlegood product satisfi,Positive,26423
8.4,valu money productwatch start buttonvalu moneybudget smartwatchwatch goodgood watchlekin jab reciv kiawatch thaalarm pm set nhi hota haionli hota hegood watchamaz watch amaz colour bought yesterday share feedback usag ive use watch got say love batteri last around day day get around day batteri life disabl featur watch overal like call qualiti display touchi got product today watch great budget perform there one major problem button good thing like speaker mic display etc goodth watch good product got defect talk fire bolt compani give new watch watch valu money go itth watch stylish sleek built qualiti goodin price rang catchal good volum increas decreas work play musici gv feedback use month good watch lekin jab reciv kia watch tha pm alarm lagana bohut zaroori hota nhi lagt sirf lga skte hai disappoint baki batteri backup good look achcha haicomfort haiit good watch switch right due issueamaz watch amaz colour bought yesterday share feedback usag,Positive,31305
7.6,miss cabl user manual weak networkgoodnicehom use product onlygoodnot usabl offic workeasi usebad experi receiv product torn packet miss cabl user manual seem incomplet product airtel sim give strong network foud slower mobil network fine might problem network cabl shouldnt miss seem someon taken ship got packet broken howev receiv wifi batteri use cabl charg itoveral satisfiednic workingi face much tower problemit better mobil hotspot batteri backup goodeven g sim network speed realli low connect patchi ok use person surf good fit offic worksatisfi productwhen connect devic ok multipl devic connect hit abnorm within minut backup reduc maximum hour,Negative,11213
8.2,good product cheap work wellgood onenic charg powernicegoodit cabledurablelaptop cord cabl look exactli shown pictur cant say durabl product purchas th decemb month updat review durabilityand cabl work finegood oneus long time complainsgoodthankswork wellperfect laptop chargingit good rs deliv day,Positive,10174
8.4,great keyboard averag mousegood daili usemous small size use get painmust buy normal usenoisi ergonomicgreat productwel suit ordinari offici usagenic product edit doesnt chang review actual probabl make lean even heavier toward star star rate actual sat keyboard chair im absolut unit dude weigh kg keyboard wasnt affect im genuin surprisedfirst id give instead round instead there like dislikeproduct deliv promptli packag rough shape unpack keyboard three miss key iirc left alt z window key turn box dump everyth voila miss key fell great start slap key straightforward mean replac keycap futur rel easi plug receiv laptop setup rd parti softwar necessari start work instantli pretti seamlessi use keyboard connect laptop tv im sit distanc use laptop keyboard otherwis absolut love keyboard expect feel wonki cheap actual feel decent super premium much better expect price flip stand back rais onoff switch want conserv batteri key full size someon larger hand realli appreci curv around space bar look cool dont think add anyth ergonom type experi nice key enough feedback mechan level obvious still satisfi enough cap lock key littl rais bit feel without look dont accident hit type neat littl addit shortcutmedia key top work fine window there much els say keyboard suffici everyday officebrowsingschool task good comfi peopl type lot buy expect game level keyboard antighost etc buy expect durabl true mechan keyboard initi go mark backlight given budget that understand accept overal much like keyboard find par payth mous hand pun intend mediocr best build qualiti good feel good use either click button feel inner mechan groan like gonna fall apart time mous also start lag randomli lag last coupl second occur enough annoy also doesnt feel good palm amazon basic mous purchas us rs thing feel much sturdier better built also lag issu click feel smooth even year usea overal packag would say decent price lot set price rang pick liter logitech brand sinc logitech product enjoy lot keyboard heavi lift carri mous friend hope improv mous go forward would best combo rang stand right fairli indistinguish competitorsrecommend peopl look afford wireless set everyday comput work peopl type lotnot recommend game form power user might work singl player game like citi builder grand strategi rtse etc would recommend form shooter especi onlin mous simpli isnt taskth keyboard good work nice mous small abl use properli get pain use less time good mous regular size also mous lag bit even chang settingsi use product sinc one year problem foundeven batteri cell changei dont realli know worth cost mainli prefer silent type mous click ergonom also must use long hourscurr use logitech mous realli awesom make almost nois allgreat producti use product year batteri great still run key could get hard time therefor use wd lubric year random key stop work del semicolon numpad mous right click isnt function anymor left click irrit doubl click issu suit fp game speed connect adequ lag notic keyboard collect lot dust better cover ergonom great issu your look longer size keyboard approx year proper function daili offici use good purchas mous small comfort even left hand peopl keep mind key becom stiff timei purchas person use includ mostli work good connect keyboard mous face issu test performanac,Positive,17413
8.4,good offic watch movieproduct reviewit worthi buyit finenic itemoveral goodbest beginnerssmal size still sturdi strong use bigen premium good materi useit good one thing dont like phone mount good broken tight mount tripod remov phone see scratch someth like back covergood product special first time usag peopl worthi priceit good time use cant take weight overal good like itgood stand good qualiti finish also good worth priceoveral good littl high pricethi product best beginn stabil issu couldnt expect price rang definit go,Positive,6676
8.8,good performanceit month work good till nowgood qualitygoodnic oneexcellentc outer surfac oili basedgenuin good cabl realli solid effeci net signal fastit work finevalu moneynic product idk wifi signal router unstabl call got check servic provid also product seem goodveri good qualiti good speednot goodeveryth great packag cabl qualiti,Positive,8076
8.6,goodgenuin productnot first charg cabilnic cabl known durabilitygot use type c c cabl xabl damagedth product genuin goodabdul kadirgood buy itreceiv good condit work properlythi price cabil good also shorti use month charg phone good way realli valu money recommend cabl cabl perfect charg devic support super fast charg use vehicl charger adapt sturdi durabl daili usebest cabl ever use amazon worth guy take itgood qualitybut price,Positive,355
8.2,best valuegood productgoodgoodveri good product kingston size pen drive may reducenic product year warranti rupeesgood productnot spec usb pendriv usb pricehowev connect usb devic particularli desktop allinon get disconnect due overcurr protectionhowev usb issuein usb read speed great write speed averag mbpsi use bootabl devic use ventoybest valu gbworth buyinggood productgood onelov design money nice brand productvalu money speed approx mbsit valu money purchas mark transfer speed upto gen specsi would say ok ok got rs addit gst tax etc etc total price rs bought appario pvt ltd,Positive,18656
8.8,good performancegood backupgoodslightli larger ordinari aagood productgood productless durabl year old product deliv use last month cell run long fast chargingnewli purchas give good backupthanksi bought point shoot camera ive use use throw duracel batteri work perfectli arriv dont fit camera ask amazon replac think could defect replac arriv thing happen batteri wont fit camera think camera must problem bought ordinari aa nonrecharg nearbi shop fit insid nice ive ad photo compar slight size differ keep mind plan buygood productveri good productbut seller dont send product bill claim guarantye productov good productcompani claim actual durabl year old duracel batteri deliv new level slip inject old level slip old level slip mfg date,Positive,31599
7.8,metal pin lose strengthsahi h bs rupe ki diliveri charg good charg cablegood sturdi micro usb cabl good charg speedscheapest micro usb cabl marketboat better thisi bought rs best charg cabl mobilesgood good data cabl recommend purchaseth issu metal pin fix firmli becom looseotherwis issuemust purchas cabl sturdi fast charg cabl three outlet jobgood sturdi micro usb cabl good charg speed pleas dont rais pricesnic product simpla microusb cablebest pricegood one,Negative,1075
7.8,good regular usepathet batteri back upgooddo shouldveri pathet batteri never buyworth buygood v pleas check buy charg last day use full rechargebatteri last even one week even wall clockscharg good idic light batteri fulli chargeget higher wattag less requir constant chargingnot even last month wall clock batteri leakag anoth problempl dont buy wast money instead go good mah good brandsi tri chang ok v pleas check buy,Negative,13971
7.2,want buy applelik earpod wo pay appl pricefragilenic auido qualiti poor build qualitylow budget perfect choiceit gooddec purchaseworth itgood price one actual well made colour option pretti catchi basic want silicon tip wire earphon laptop cell phone call didnt want pay necessari saw grab caus saw pretti good review honestli good money love design volum button work good casual music session mic good toothey good price point build qualiti bad bought volum control even high end earphon lack nowday button enclosur feel like cheap plastic break easili huge driver dont get wrong mm earphon price joke bass also quit good go budget restraintsth qualiti sound good build qualiti wire delic prone get bend breaksound qualitygoodmicrophon clearancegoodwar qualitygood long waredesigngoodi recommend youonli believ amazon never broke trustbest product pricedec one price far issuestot worth bit loud cabl thin good,Negative,2492
8.8,goodworth buygreat valu pricegood productnic productreli worth itmuch sturdi durabl appl cablegood good budget mfi certifi lightli cabl price updat usag review month better origin one matter robust durabl better prospect charg far better durabl origin appl wire think buy blindli worth buy mfi certifi io devic damag small neg point packag qualiti productth charger great carri accessori travel without risk origin chargerpric also afford charg speed good good adaptor power bankgood product recommend thing see issu materi cabl thread peel stick velcro materi wise good product charg well like originalnicereli worth itth cabl ship box made appl felt less sturdi reliabl use one two time felt would break quickli light port order amazon basic cabl mile better appl mifi certifi,Positive,13552
8,worth itgood onerobust effectivegoodgoodit good product rupe neatli pack good qualiti builtnic productworth price job realli well complaint regard charg power price rs worth everi buck although cabl bit shorter origin one origin oneplu cabl around rs huge price differ job origin oneus c type charg suitabl adapt usb point serv purposesturdili built job well charg samsung galaxi quicker origin cabl hope stay go aheadlik charg speed dislik length ipad awesom foot long point think otherwis best cablegoodeveryth good includ connect stuffnic productim use carthi product nice worth amounti recommend anyon look kind cabl,Positive,575
7,good productth replac item fine work goodnic experiencegood product playstationpoor insulationniceserv purposeon pin broken good product valu moneygood productwork well playstat must tryit short insid visibl damag outsid cabl short insid spark start fli ordinari usenicelook sturdi better qualiti market oneson pin broken receiv could see insid pin metal instead look like porcelin outsid alon thin ss cover given poor qualiti,Negative,2523
8.2,fine beginn bright low increas bright goodsiz brightnessit good rough workveri nice satisfactoryveri low brightnessnanic product price achha product hai thoda bright badhan ki jarurat hai heavi usag daysprosbatteri last bright depend bright place use smooth addict attract scribbl someth best time passmi year old boy love doodl avoid scribbl everyth bought lovesssssss write children addict mobil im proud kid misfortun addict everyon son busi play toy start use itcon color start fade could see dark blue bottom somewhat green colour write write palm visibl slate realli drawback even cautiou helplessdelet button print gone dayeasili get scratchsiz want big need bright product awesomei like productveri nice satisfactorybright low depend ambient light room otherwis great productnait nice product use save paper price rang guess good option,Positive,352
8.2,valu moneyvalu moneypric could lesserid new macbooksaverag overpricedmeet expectationsso got product th august initi impress productok ok product use month work hdmi usb well far test microsd slotsbuild qualiti great im use macbook work fine use adapt amazon prime video cant play p resolut monitor say devic support hd port work fine problemi took macbook pro edit work perfectlyal port work fine till month use length wire littl small could littl big price also littl high could rs justifyif bought macbook air pro recent wonder miss port usb hdmi etc one stop solutioni tri macbook air work like charm connect variou pen drive disk drive go flash drive work fineveri reason price compar option yet fairli good look feeleveryth work fine doesnt work macbook hdmi tri connect one plu tv extend screen differ display work fine use second screen common displaysolv problemi got product th august initi impress packag packag receiv good condit pre wrap plastic box complaint packag one thing note brand name packag although open product brand name product build wire length small opinion metal build finish look premium sturdi wire qualiti also good price provid braid cabl test product usb port connect mous b keyboard cextern tb ssd ssd get disconnect usb connect confirm gb file transfer disconnect noticednot speed data transfer low gb file transfer get max speed mb ssd connect usb hubalthough file transfer directli connect ssd laptop port got speed mb want lot file transfer better connect directli usb hubso far initi impress good let see long lastsometim detect mac qualiti good,Positive,1662
8,nice product zebron use laptopgr product need sound qualitysoundbest product sound bassvalu money wire aux qualiti poorcompact speaker pclaptopworthi money zebron product alway good bought product laptop use everyday watch movi hear songsth sound awesom recommend music purpos medium base rest awesomesound qualiti good laptop mai aacha use hota h mobil se bhi connect ho jaata h pr bluetooth ni h ism charg cabl bhi h ism mtlb usb port chahiy chalan ke liyewond compact speaker desktop setup complet game setup monitor dont built speaker search good speaker good term game bing watch purpos like design split two give good sound effect total worth pricegood product good qualiti,Positive,7352
8.2,good qualiti mousegoodgood product price warrantynot best jobokayishgo itreal good mous proper size littel big product work smoothli soft slight click lookwis stylish extent handi use portabl flexibl product better product price rang look similar product budget go initi review time detail review post soon depend usag work time recommend productgood justiff pricebought two mous deliv time use month work fine come basi function built qualiti good get year warranti great priceok normal offic usewouldnt say great okay price tag overal good work purposesit nice mous give cpsand yeah your look cheap game mous go build qualiti good matt finishi got definit work good wire also long enough love wire mouseit good proper size littel big,Positive,3441
8,honest reviewcushion grip come outmast h jaisi dikh rhi ayi majboot bhi hphone holder uselessproduct qualiti good per price u buy itgo itthi bed tabl good go itnot sturdi bed cheap materi use yeah honest review look goodqual okay defect product im satisfi phone holder straight understand realityeveri one like feel comfort phone holder littl slopethat comfort ad pictur vision phone holdertoo straightit difficult see write phone holder main purpos buy suitabl mebut qualiti tabl goodcushion grip come tabphon holder use phonetab holder doesnt give angular slant clear viewit also small diamet could hold broad tab phonequ stabil light weight easi carri r good point productsuch nice bed studi tabl comfort must buyit sturdi bedmateri cheap expect,Positive,93
7.6,per descriptionit mah batteri mah fool namedesign problem get overheatedit good medium speed chargergoodok chinesegoodfast charg batteri charg per descript charg hr full recharg use properli hr charg charg last day usei notic got batteri much lighter normal batteri suspici use heavili batteri run much quicker mah batteri saw back case written mah batteryeveryth els work fine intend dont think deceiv custom give anoth product advertis someth els fraud behavior price justifiedget overh charg hour fear get melt bodygood mid speed chargeri impressedno chines good favouritei like product use keyboardcharg batteri hour time hrsgood onei use charger charg exist recharg batteri aa aaa,Negative,40895
8.6,nice covervalu money productgoodworthysnug fit fit perfectli look stylish lightweightnic flip casebeauti product receiv nice cover place stylu give stylu pen along cover place place stylusvalu money product get free pen cheap work wish cover option store penfront cover look expens top notch howev back plastic feel cheapstil good buy current pricecas good qualiti nd durabl need test nd pen qualiti okok work well ipad afcours appl pencil best case superb fit well look good transpar back lightcon might break singl fall doesnt work ipad stand get dirti fastth product black color well suit space gray color ipad give rich look fit perfectli power volum button charg earphon port lightweight backsid transluc strong enough magnet good less effect fix temper glass ur ipad stylu pen moder worth money go look durabl updat month usageflip case qualiti good pen uselessgood qualiti product receivedwith pencil,Positive,11006
8.4,great build qualitygreat conditionnicegood experiencegood purchasejust agood oneit use buy price u get profit cover sturdi flexibl compel back notebook nice textur welli would say qualiti page well par feel great write itit particularli help student take note separ subject lectur copi eventu scrambl maintain properli also benefici student creat note mostli use chart tabl diagram like there divis page cant write much depth definit good stillth book great condit worth price thing differ cover noth els worth rs paid good notebookqu good size small compar normal notebook overal decent producta good qualiti booknotebook ki size chhoti h without line ke page h mere accord ye th class tk ke bachcho ke liy thik hai,Positive,8938
8.2,averagei like penton penswhich made purchaseusefullik itnicepenatoni pen good workworth itus good give differ shade green colour differ shade greensgood make note write key point help highlight dont look pictur look silveri black actuallynic product nicegood smooth penthank amazonnot badus pen,Positive,4308
8.4,product expectedc problem samsung galaxi ultra tabletqu servic goodit perfect definit neededworth buy cablejust awesom fast charg sturdi build qualiti absolut valu money product yr warranti go itgood type avail half prize make amazonc good well built support sort charg protocol samsung galaxi ultra seem issu fall back slower charg second two ultra fast charg plug work fine devic finequ yhe cabl good cabl work month duracel team respons replac item immedi servic good one problem thick pin must improvedth product upto expect worth price braid realli good may need buy anoth cabl againworth buy cabl durableit tough materi much durabl toosup fast charginglong last due sturdi strong build qualityabsolut valu money productplu yr warrantysometim bit difficult fold cabl due sturdi build ok look edgejust go ita real valu moneyveri sturdi price,Positive,462
9,function describedworkinggreat usb budgetgoodgoodit workswork casio ctx wellstil work month use satisfactorywork good also expensiveus audio transit yamaha mgxu sound mixer laptop live purpos excel qualitybought one half month work well satisfiedgood qualiti cheap pricegreat price work usb mic fantast well find usb b side bit loos compar origin oem cabl order sever pair least mic loos call unusablework casio ctx well,Positive,"1,07,686"
9.2,sleek batteri efficientit made ergonom lighter use silent onegood onegreat productcut colour mismatcgbest daili usegood productthi pebbl mous mesmeris use good bluetooth mous connect within second batteri superb almost month use still percent lil pricey sleek budget around grab itno gamingit small ergonom mice use lightwork purpos silent fine feel clickingif want compact small size effici good look mous buy littl price oneit nice product priceit small easi carri around also slight problem big hand deal breaker thoughmi sister said look littl old colour look bitoldbut like itlik click sound ergonom gooddislik light switch bluetooth usb backsid mous move side buttoneasi use bluetooth work well mac windowsthi mous feel good hand best goe mac environ help get rid wire setup connect window mac devic time one click,Positive,10652
8.6,greatdont space pencilokbest pencilnic pencilit okmrp box best class valu money amaz apsara chang son left hand chang handwrit good space pencil litt okokvalu moneynic pencilit ok best option save money,Positive,5036
8,good product less moneyat price ok okgood productgood mous price rangegoodgood daili use ke liyegoodgood love zebron compani qualiti realli goodi almost use year pro light weight long enough cabl length price justifi qualitycon middl button smooth heavi duti mean gaminga look new mouseconclus good light use like web browser code etcwarn gamingy buy rs ship charg flipkartit good light weight mous easili carri bag small design look goodyou also decent game mousegreat mous pricegoodthi price good zebron productworth moneywork good,Positive,5057
8.4,kinda heavi suggest u use mous padim pro gamer mous job wellvalu mousevalu moneydont buy plan buy fp gamesgood accord price specificationsup look featur mouseperfect product realli good alot weight week u get use mous requir mous pad heavi find good mous pad rs amazon realli good mous suggest u take take u week get use actual love gm easi hold feel good main thing like click sound wonder work good enough game mean came mous dell offic mous hope review help u buy keep mind alot weight u get use week sonic mous good cabl qualiti wow coupon also presentonli thing didnt like primari button differ finish fingerprint magnet dont look realli goodmous perfect price point build qualiti also good would recommend buy would like rate star packag packagingit came seal boxit worth buy smooth noilseless clicksdont buy mous u r plan play compi fp game valor csgo etcwhat mean there game involv accur precis gameplay thn dont buy thisthi look cool that allth sensor mous like rupe mous instead go asu plan budget friendli good sensor els g besta realli good product specif superb mention good inhand feelonli problem overweightthi mous perfectli well braid cabl dpi switch led effect control hand perfectli build rs research lot price rang best,Positive,8537
6.6,slow chargingok productlook good charg slowveri slow charingpoor qualiti iphon part last two month two okchargerproduct okslow charg charg power less take hour charg even singl phoneok type product sturdyalthough written fast charg howev charg quit slow compar origin charger even one mobil charg one timewhen use regular cabl take hr full charg use cabl socket charger show hrsiphon charger last two month onlycharg fastslow chargingamh batteri watt charger khant full chargeslow charg speed,Negative,9792
8.6,goodgoodon item amazon originalawesomenic qualiti product best pricenic pengood pen everyth fine bit dark stickeyit gooddidnt verifi water resist product goodjust one issu non cartridg system save tree campaign good origin productsi realli like pen write pretti well good look grip pretti goodnot good smooth paper eventu smidgegoodbest pricepen work exam answer sheet pen work copi book pen goodgood pen prici,Positive,2450
7.4,good gamingworst earbudsnot upto expect markgood enoughworth itnot suitabl long useear painsound qualiti build qualiti good best chois good game sound qualiti good modelsi use still prefer batteri back definit better case deplet fast due led lit everytim put pod back inear pod bit bigger size prefer use smaller earphonesdont buy item sound qualiti earbud make ear bleed give certain static sound silent flashi thing got led price point get other dont go genuinelyear fitt dependswa cous pain firstth sound qualiti okay noic cancel need improvedon side workingthi good want bigger bud size bigger normal may fall form ear mainli got automat switch offdont know whygood time ear start pain muchsound qualiti build qualiti good best chois,Negative,676
7.8,job pricenot music callinggood product valu moneynot music lover good otherwiseit work nowgreat look light weightgood earphonesaverag perform peculiar product market good sound qualiti build qualiti price rang wood color textur pictur write review use month problem yet good budget wire headphonethi product good call purpos doubt made wood definit look pretti love design logo sound qualiti music lover would like spend littl would recommend soni realm boat sound like toad disappoint music qualiti thisproduct good term sound voic claritymid bass music valu money recommend tri post review month post usagether bass flat sound listen musici also struggl keep earbud fix ear hugeit durabl howev suitabl one need use call purpos onlydislikegreat look light weightqual sound goodi use past four month work good fit perfectli light weightnot pleas dont expect high bassit averag perform product,Negative,1173
8.6,nice qualitygood one offic usegoodtri na coolavearagenice abc want shop laptop use grass mat qualiti nice work nicegood print colour also still thereus easi handl happi endingit okveri good abc,Positive,9998
8.2,good qualitybindaa watchgoodmust buyth lcd display much better shown imag videoslov nois brandgood product batteri backup goodnic one take school exercisemust buy ure look someth greatthank noisei like muchgood one price rathi outstand product best watch rs max featuresi gift someon given happi product featur good along touchgood work music controllernic one,Positive,5852
8.4,good productnic productproduct qualiti good price also goodeasi installnic product ratenot gona regret buy itbest caddi market go made chang fix dvd drive hing caddyne precis product fix hing dell product good easili instal product laptop via replac dvd driver go itit overal good product decent qualityupgrad ssdive want upgrad ssd long time gone shop charg would high thought instal ssd need hard drive caddi got low price good thing easi instal one thing miss place put screw didnt bother mayb laptop old would need new one see pictur everyth great low price super easi installeasi use work wellth packag includ caddi screw small screw driver realli concern caus dont give insid packagebuilt qualiti good worth buyingbuild qualiti good accessori provid pack,Positive,362
9,get job done fast saysok ok valu moneygood productgood qualiti price rangegood productgood valu moneygood productsimilar perform ultra seri card write speed plateau around mbp mbp huge gap univers test okay im disappoint performencethi card offer mbp achiev scandisk card reader card reader near mbp read speedoveral product good screw onegood qualiti price rangeexactli fit canon dstorag capac good speed seem fine good valu moneyth product good fast enough data transfer imag camera howev price friendli lesser compar extrem proi use sandisk ultra gb bgt card speed didnt see differ card use upgrad card ultra seri card card good one go ultra seri card dor similar perform lower cost,Positive,"2,05,052"
8,okaygood productbatteri life decent call qualiti impressivebatteri goodgood productnic watchgoodnot accuracygood look beauti display bought want appl look like watch fire boltt ring pro doubt your look actual worth watch featur accuraci go anoth one batteri almost day without call inshort go wanna showoff good look watch els okay okaybatteri life decent last upto day normal usebatteri fast drain featur goodoveral perform goodnic watch useful productus call purposegood one budgetgood,Positive,9090
9,must productsil fullygood productgreat productbest valu moneysleek smoothgood buyjust buy must easi use nice look easi handl bluetooth connect seamlessi love itit silent usual mous fulli silent overal goodgood productgreat productto honest perfect mous offic comfort get use dongl free connect best partveri sleek design smooth work easi hold noiselesswork system connect good control dpi one clickexcel product easi use carri around,Positive,4099
7,great price rangethi propod overal good avareg call facil badsometim work properlynot worth itnic productgood music callsawesom qualiti tw great qualiti overal price rangebass low low feel badmor balanc soundif use app improv audio wavelet almost feel like premium qualitysom point notem avail bud work bud time whichev bud pull box workbut use bud one work one use mastery use one one time use mic call touch control receiv cut call els playpaus musicbut dynam use mic bug sometim chang wont happen properli mic work bud insid box may activ mic start person talk complain voic come time may muffl audioput bud insid box take reset work properli time face error even put bud insid didnt make continu connect mobilei connect box charger issu resolvedy put bud insid ear hold hand keep close mouth get superior mic qualiti even street lot nois offic need speak low voicebatteri backup almost claim watch movi call ling period listen song whole day without need charg boxif put bud insid box inbetween minut realli use day easilyoveral pod good dont know piec damag system lag sound delay happen randombut sound good good productworth product giod music vedio bad callingnot good expect daysleft side earbud workinglook good work goodi boult wire earphon love way mark case flimsi may look sturdi light featherth earphon dont connect unless take case even pretti loud voic announc someon like doesnt put volum high voic realli irritatingalso notic audio cut sometim idea whether that connect issu someth elsein conclus go someth els bad one boultnic product sure say good music use use call extrem non use speak anyth person side hear anyth,Negative,12966
9,minimum order quantiti done awayworthyy buy page sheetsnothingawesom productnic productit nice notebook worth buy uniqu sizea pro look good section copi decent design round edgescon page littl thin find decent qualiti total number sheet color page sheet sheet section ie total pagesy cant choos designqu awesom appear sameth notebook super oder might get pictur differenttheir two type might get plastic bind spiral metal bind spiralmi option take metal bind best got plastic bind replac itpap realli smooth bought great deallik book premium qualiti pagesveri nice,Positive,4428
8.6,dual bandwidthit goodsimpl effectiveeasi plug playonli mbp supportgreat devic old laptopsgood devic care defect oneexcel speed coverag easi useit good usefulhad use quit sometim support dual band signal coverag yet like other good use easi instal useexcel product reviv old laptopi got product reason laptop intern wifi bluetooth stop work option buy two separ devic solv purpos doesnt stick wellit dual wifi suggest use ghz ghz bit slow slower regular ghzit good devic good strength plug play instal neededbut got defect devic first malfunct immedi plug replac new one work wellus coupl month prove much help adapt need move pc wire wireless differ room get speed mbp mbp subscript speed,Positive,12093
6.6,qualityit fit keyboardtranspar goodcost worthyjust okaygood qualityworkabledur qualiti fine product much happi better nothingit small sizetranspar goodvalu money per costth length slightli longer product worth cost qualiti also goodjust okayqu goodlittl big laptop overal okayth product durabl better qualiti alsoy may purchas freeli intens protect laptop dust,Negative,5692
8.2,finegoodbest kidseasi clean usenic productbahut acchar like producteras button work littl slipperi write ok write tab scratch left theirgoodbest write kidsit easili eras kid enjoy receiv qualiti wise look finei order black colour pad receiv green one also chang batteri socket provid tray place batteri receiv confus chang batteri end like product muchsup,Positive,21
7.6,great productexcellentgood onenic productit worth money monthgood produotawesom great product go itveri nicepictur qualiti goodgood product qualitythi camera good option wifi connect good speed worth money product pictur good two way talk workcp plu camera best,Negative,1880
